titulo,link,imagem,preco,disponibilidade,rating,categoria
"Saga, Volume 2 (Saga (Collected Editions) #2)",../../../saga-volume-2-saga-collected-editions-2_107/index.html,../../../../media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg,Â£11.75,In stock,Three,Sequential Art
"Fruits Basket, Vol. 2 (Fruits Basket #2)",../../../fruits-basket-vol-2-fruits-basket-2_100/index.html,../../../../media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,Â£11.64,In stock,Five,Sequential Art
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",../../../y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,../../../../media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg,Â£18.51,In stock,Four,Sequential Art
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",../../../the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,../../../../media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg,Â£36.52,In stock,Two,Sequential Art
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",../../../the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,../../../../media/cache/56/ea/56eac75378feb4cab0dcb9d2101cf58b.jpg,Â£54.12,In stock,Three,Sequential Art
The Complete Maus (Maus #1-2),../../../the-complete-maus-maus-1-2_62/index.html,../../../../media/cache/a6/f8/a6f889e0ba02be31875d3a324090ef5e.jpg,Â£10.64,In stock,Three,Sequential Art
"Skip Beat!, Vol. 01 (Skip Beat! #1)",../../../skip-beat-vol-01-skip-beat-1_55/index.html,../../../../media/cache/6c/60/6c607509837e2b362ffd7c0e15e7b1f9.jpg,Â£42.12,In stock,Three,Sequential Art
"Saga, Volume 1 (Saga (Collected Editions) #1)",../../../saga-volume-1-saga-collected-editions-1_48/index.html,../../../../media/cache/c6/ca/c6cab3f679acb45fd2eba092ec9f6a2a.jpg,Â£28.48,In stock,One,Sequential Art
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",../../../rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,../../../../media/cache/0d/22/0d22f9ee696b7443d1573e7752645c6d.jpg,Â£46.96,In stock,Five,Sequential Art
"Paper Girls, Vol. 1 (Paper Girls #1-5)",../../../paper-girls-vol-1-paper-girls-1-5_44/index.html,../../../../media/cache/87/2b/872ba3b06a97e6662770bc2152595b84.jpg,Â£21.71,In stock,Four,Sequential Art
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",../../../ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,../../../../media/cache/d5/c5/d5c5a6ebf05b68bee78a38a8ea62305d.jpg,Â£29.87,In stock,Three,Sequential Art
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",../../../ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,../../../../media/cache/f4/96/f496db4d78639e233978ae2bee021752.jpg,Â£39.39,In stock,Four,Sequential Art
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",../../../hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,../../../../media/cache/16/46/16460146a1a8b99c82da027368383ade.jpg,Â£45.24,In stock,Three,Sequential Art
"Giant Days, Vol. 1 (Giant Days #1-4)",../../../giant-days-vol-1-giant-days-1-4_22/index.html,../../../../media/cache/35/0b/350b1224dc46533851d5a34134e44842.jpg,Â£56.76,In stock,Four,Sequential Art
"Fruits Basket, Vol. 1 (Fruits Basket #1)",../../../fruits-basket-vol-1-fruits-basket-1_21/index.html,../../../../media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg,Â£40.28,In stock,Five,Sequential Art
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",../../../bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,../../../../media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg,Â£34.65,In stock,Five,Sequential Art
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",../../../ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,../../../../media/cache/09/7c/097cb5ecc6fb3fbe1690cf0cbdea4ac5.jpg,Â£57.06,In stock,Four,Sequential Art
The Secret Garden,../../../the-secret-garden_413/index.html,../../../../media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg,Â£15.08,In stock,Four,Classics
The Metamorphosis,../../../the-metamorphosis_409/index.html,../../../../media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg,Â£28.58,In stock,One,Classics
The Pilgrim's Progress,../../../the-pilgrims-progress_353/index.html,../../../../media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg,Â£50.26,In stock,Two,Classics
The Hound of the Baskervilles (Sherlock Holmes #5),../../../the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,../../../../media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg,Â£14.82,In stock,Two,Classics
Little Women (Little Women #1),../../../little-women-little-women-1_331/index.html,../../../../media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg,Â£28.07,In stock,Four,Classics
Gone with the Wind,../../../gone-with-the-wind_324/index.html,../../../../media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg,Â£32.49,In stock,Three,Classics
Candide,../../../candide_316/index.html,../../../../media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg,Â£58.63,In stock,Three,Classics
Animal Farm,../../../animal-farm_313/index.html,../../../../media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg,Â£57.22,In stock,Three,Classics
Wuthering Heights,../../../wuthering-heights_307/index.html,../../../../media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg,Â£17.73,In stock,Three,Classics
The Picture of Dorian Gray,../../../the-picture-of-dorian-gray_270/index.html,../../../../media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg,Â£29.70,In stock,Two,Classics
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),../../../the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,../../../../media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,Â£26.78,In stock,Four,Classics
Beowulf,../../../beowulf_126/index.html,../../../../media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,Â£38.35,In stock,Two,Classics
And Then There Were None,../../../and-then-there-were-none_119/index.html,../../../../media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,Â£35.01,In stock,Two,Classics
The Story of Hong Gildong,../../../the-story-of-hong-gildong_84/index.html,../../../../media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,Â£43.19,In stock,Four,Classics
The Little Prince,../../../the-little-prince_72/index.html,../../../../media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg,Â£45.42,In stock,Two,Classics
Sense and Sensibility,../../../sense-and-sensibility_49/index.html,../../../../media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg,Â£37.46,In stock,One,Classics
Of Mice and Men,../../../of-mice-and-men_37/index.html,../../../../media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,Â£47.11,In stock,Two,Classics
Emma,../../../emma_17/index.html,../../../../media/cache/09/63/09638baaef52f03827c215029c632a13.jpg,Â£32.93,In stock,Two,Classics
Alice in Wonderland (Alice's Adventures in Wonderland #1),../../../alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,../../../../media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg,Â£55.53,In stock,One,Classics
Sophie's World,../../../sophies-world_966/index.html,../../../../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,Â£15.94,In stock,Five,Philosophy
The Death of Humanity: and the Case for Life,../../../the-death-of-humanity-and-the-case-for-life_932/index.html,../../../../media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg,Â£58.11,In stock,Four,Philosophy
The Stranger,../../../the-stranger_861/index.html,../../../../media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg,Â£17.44,In stock,Four,Philosophy
Proofs of God: Classical Arguments from Tertullian to Barth,../../../proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,../../../../media/cache/3f/ef/3fef12d9da503693af12997c0ea0897f.jpg,Â£54.21,In stock,One,Philosophy
Kierkegaard: A Christian Missionary to Christians,../../../kierkegaard-a-christian-missionary-to-christians_527/index.html,../../../../media/cache/05/ce/05ce699eaf78c0fae20308497c4f496a.jpg,Â£47.13,In stock,One,Philosophy
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",../../../at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,../../../../media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg,Â£29.93,In stock,Five,Philosophy
Critique of Pure Reason,../../../critique-of-pure-reason_366/index.html,../../../../media/cache/12/6e/126ef8f6473b81808ebbb9cff155e883.jpg,Â£20.75,In stock,One,Philosophy
"Run, Spot, Run: The Ethics of Keeping Pets",../../../run-spot-run-the-ethics-of-keeping-pets_106/index.html,../../../../media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg,Â£20.02,In stock,One,Philosophy
The Nicomachean Ethics,../../../the-nicomachean-ethics_75/index.html,../../../../media/cache/f0/aa/f0aa9ae0319b1d6e0706e6053020e696.jpg,Â£36.34,In stock,One,Philosophy
Meditations,../../../meditations_33/index.html,../../../../media/cache/df/c9/dfc9ed72e963572d23233b3a8cb01676.jpg,Â£25.89,In stock,Two,Philosophy
Beyond Good and Evil,../../../beyond-good-and-evil_6/index.html,../../../../media/cache/ab/45/ab45f300aa15066ad1260d6f1398d03e.jpg,Â£43.38,In stock,One,Philosophy
Chase Me (Paris Nights #2),../../../chase-me-paris-nights-2_977/index.html,../../../../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg,Â£25.27,In stock,Five,Romance
Black Dust,../../../black-dust_976/index.html,../../../../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg,Â£34.53,In stock,Five,Romance
Her Backup Boyfriend (The Sorensen Family #1),../../../her-backup-boyfriend-the-sorensen-family-1_896/index.html,../../../../media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,Â£33.97,In stock,One,Romance
First and First (Five Boroughs #3),../../../first-and-first-five-boroughs-3_893/index.html,../../../../media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,Â£15.97,In stock,Four,Romance
Fifty Shades Darker (Fifty Shades #2),../../../fifty-shades-darker-fifty-shades-2_892/index.html,../../../../media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,Â£21.96,In stock,One,Romance
The Wedding Dress,../../../the-wedding-dress_864/index.html,../../../../media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg,Â£24.12,In stock,One,Romance
Suddenly in Love (Lake Haven #1),../../../suddenly-in-love-lake-haven-1_835/index.html,../../../../media/cache/e9/f4/e9f4bc8cf5ffaea1504623c936e90a48.jpg,Â£55.99,In stock,Two,Romance
Something More Than This,../../../something-more-than-this_834/index.html,../../../../media/cache/59/10/5910fbd8a95e8e9de9c660b71e0694e2.jpg,Â£16.24,In stock,Four,Romance
Doing It Over (Most Likely To #1),../../../doing-it-over-most-likely-to-1_802/index.html,../../../../media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg,Â£35.61,In stock,Three,Romance
The Wedding Pact (The O'Malleys #2),../../../the-wedding-pact-the-omalleys-2_767/index.html,../../../../media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg,Â£32.61,In stock,Three,Romance
Hold Your Breath (Search and Rescue #1),../../../hold-your-breath-search-and-rescue-1_700/index.html,../../../../media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg,Â£28.82,In stock,One,Romance
Dirty (Dive Bar #1),../../../dirty-dive-bar-1_615/index.html,../../../../media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg,Â£40.83,In stock,Four,Romance
Take Me Home Tonight (Rock Star Romance #3),../../../take-me-home-tonight-rock-star-romance-3_605/index.html,../../../../media/cache/a6/4b/a64b3c559f59748bfdbbe75be3e16075.jpg,Â£53.98,In stock,Three,Romance
Off the Hook (Fishing for Trouble #1),../../../off-the-hook-fishing-for-trouble-1_601/index.html,../../../../media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg,Â£47.67,In stock,Three,Romance
A Gentleman's Position (Society of Gentlemen #3),../../../a-gentlemans-position-society-of-gentlemen-3_584/index.html,../../../../media/cache/f0/e0/f0e0db3edcb14293a52b51929cc72979.jpg,Â£14.75,In stock,Five,Romance
"Sit, Stay, Love",../../../sit-stay-love_486/index.html,../../../../media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,Â£20.90,In stock,Three,Romance
A Girl's Guide to Moving On (New Beginnings #2),../../../a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,../../../../media/cache/f7/a9/f7a90a63f66ac92cc280def001970ed2.jpg,Â£31.30,In stock,One,Romance
The Perfect Play (Play by Play #1),../../../the-perfect-play-play-by-play-1_352/index.html,../../../../media/cache/40/16/4016ffba678f309171d8130135f6eb8e.jpg,Â£59.99,In stock,Three,Romance
Dark Lover (Black Dagger Brotherhood #1),../../../dark-lover-black-dagger-brotherhood-1_319/index.html,../../../../media/cache/3c/a2/3ca2e61181fc1122658af8f85354bae8.jpg,Â£12.87,In stock,One,Romance
Changing the Game (Play by Play #2),../../../changing-the-game-play-by-play-2_317/index.html,../../../../media/cache/57/47/57472d9c6d483bee9c38c90bfa10b3ee.jpg,Â£13.38,In stock,Three,Romance
A Walk to Remember,../../../a-walk-to-remember_312/index.html,../../../../media/cache/fa/1b/fa1b0fac146201645c740b02802e2211.jpg,Â£56.43,In stock,One,Romance
The Purest Hook (Second Circle Tattoos #3),../../../the-purest-hook-second-circle-tattoos-3_271/index.html,../../../../media/cache/15/68/1568ef85fdb4e405b9f8bc62ef855c10.jpg,Â£12.25,In stock,One,Romance
The Obsession,../../../the-obsession_268/index.html,../../../../media/cache/24/93/2493c74c614afcc435cc00e33bd55f64.jpg,Â£45.43,In stock,One,Romance
Reservations for Two,../../../reservations-for-two_211/index.html,../../../../media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg,Â£11.10,In stock,Three,Romance
Best of My Love (Fool's Gold #20),../../../best-of-my-love-fools-gold-20_127/index.html,../../../../media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,Â£27.41,In stock,Two,Romance
Where Lightning Strikes (Bleeding Stars #3),../../../where-lightning-strikes-bleeding-stars-3_96/index.html,../../../../media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,Â£39.77,In stock,Three,Romance
This One Moment (Pushing Limits #1),../../../this-one-moment-pushing-limits-1_88/index.html,../../../../media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,Â£48.71,In stock,One,Romance
"Rhythm, Chord & Malykhin",../../../rhythm-chord-malykhin_47/index.html,../../../../media/cache/43/85/4385ee0304bc3546f2b6eaa75c46d4f8.jpg,Â£28.34,In stock,Two,Romance
My Perfect Mistake (Over the Top #1),../../../my-perfect-mistake-over-the-top-1_35/index.html,../../../../media/cache/0d/03/0d03eb55ed070a53b6c4b6eedd48b458.jpg,Â£38.92,In stock,Two,Romance
Listen to Me (Fusion #1),../../../listen-to-me-fusion-1_29/index.html,../../../../media/cache/00/dd/00dd43f59d255cbc16e9d9c9ed20a997.jpg,Â£58.99,In stock,Three,Romance
Imperfect Harmony,../../../imperfect-harmony_26/index.html,../../../../media/cache/fb/29/fb299a516730a2f2602b10f945f7a8e5.jpg,Â£34.74,In stock,Four,Romance
Fighting Fate (Fighting #6),../../../fighting-fate-fighting-6_18/index.html,../../../../media/cache/57/e2/57e255929f6e597c18cb3843904cd92b.jpg,Â£39.24,In stock,Three,Romance
Deep Under (Walker Security #1),../../../deep-under-walker-security-1_15/index.html,../../../../media/cache/74/e4/74e4ec43c40926c7b57fc0fe0f397183.jpg,Â£47.09,In stock,Five,Romance
Charity's Cross (Charles Towne Belles #4),../../../charitys-cross-charles-towne-belles-4_12/index.html,../../../../media/cache/39/e0/39e008f84bbd24b49a7532c2024b855e.jpg,Â£41.24,In stock,One,Romance
Bounty (Colorado Mountain #7),../../../bounty-colorado-mountain-7_9/index.html,../../../../media/cache/80/ff/80ff924ed78cd7c5172410d0d92f8dfe.jpg,Â£37.26,In stock,Four,Romance
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,../../../i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,../../../../media/cache/5f/72/5f72c8a0d5a7292e2929a354ec8a022f.jpg,Â£57.36,In stock,Four,Womens Fiction
Will You Won't You Want Me?,../../../will-you-wont-you-want-me_644/index.html,../../../../media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg,Â£13.86,In stock,Three,Womens Fiction
Keep Me Posted,../../../keep-me-posted_594/index.html,../../../../media/cache/ae/ac/aeac003461b89c7ef826251d940b2afc.jpg,Â£20.46,In stock,Four,Womens Fiction
Grey (Fifty Shades #4),../../../grey-fifty-shades-4_592/index.html,../../../../media/cache/bb/ee/bbeeab4c4ce572c0e9764e3a96c6d4a5.jpg,Â£48.49,In stock,Four,Womens Fiction
Meternity,../../../meternity_478/index.html,../../../../media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg,Â£43.58,In stock,Three,Womens Fiction
Some Women,../../../some-women_341/index.html,../../../../media/cache/27/b7/27b7f4ec590965b5acc15dc4b1376684.jpg,Â£13.73,In stock,Five,Womens Fiction
Shopaholic Ties the Knot (Shopaholic #3),../../../shopaholic-ties-the-knot-shopaholic-3_340/index.html,../../../../media/cache/ac/ba/acba5e4e1813b8c1fff4890f1efef3ab.jpg,Â£48.39,In stock,Five,Womens Fiction
Can You Keep a Secret?,../../../can-you-keep-a-secret_315/index.html,../../../../media/cache/72/73/7273ff1bfe3b0a6aab7f54ddf9be7b44.jpg,Â£21.94,In stock,One,Womens Fiction
Twenties Girl,../../../twenties-girl_292/index.html,../../../../media/cache/a0/fa/a0fa38039f6a674a7c89dfe2be866259.jpg,Â£42.80,In stock,Two,Womens Fiction
The Undomestic Goddess,../../../the-undomestic-goddess_286/index.html,../../../../media/cache/13/8f/138f4cf84be250d08e1f5c1db3643dbc.jpg,Â£45.75,In stock,Four,Womens Fiction
The Nanny Diaries (Nanny #1),../../../the-nanny-diaries-nanny-1_265/index.html,../../../../media/cache/63/5f/635fb981e464f7427787824b20a15e71.jpg,Â£52.53,In stock,Five,Womens Fiction
The Devil Wears Prada (The Devil Wears Prada #1),../../../the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,../../../../media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg,Â£44.29,In stock,One,Womens Fiction
Something Borrowed (Darcy & Rachel #1),../../../something-borrowed-darcy-rachel-1_224/index.html,../../../../media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,Â£48.96,In stock,Five,Womens Fiction
Something Blue (Darcy & Rachel #2),../../../something-blue-darcy-rachel-2_223/index.html,../../../../media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,Â£54.62,In stock,One,Womens Fiction
I've Got Your Number,../../../ive-got-your-number_173/index.html,../../../../media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,Â£19.69,In stock,One,Womens Fiction
The Edge of Reason (Bridget Jones #2),../../../the-edge-of-reason-bridget-jones-2_63/index.html,../../../../media/cache/db/34/db341aa83daa76cd9f9bd2c86ccb5dba.jpg,Â£19.18,In stock,Four,Womens Fiction
